date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2015-07-17T00:00:00.000Z,129.62,129.62,128.31,129.08,46164710,29.0975503727,29.0975503727,28.8034769968,28.9763292865,184658840,0.0,1.0
2015-07-20T00:00:00.000Z,132.07,132.97,130.7,130.97,58900203,29.6475349308,29.8495700745,29.3399925452,29.4006030884,235600812,0.0,1.0
2015-07-21T00:00:00.000Z,130.75,132.92,130.32,132.85,76756427,29.3512167199,29.8383458999,29.2546888179,29.8226320554,307025708,0.0,1.0
2015-07-22T00:00:00.000Z,125.22,125.5,121.99,121.99,115450607,28.1098230032,28.1726783812,27.3847413205,27.3847413205,461802428,0.0,1.0
2015-07-23T00:00:00.000Z,125.16,127.09,125.06,126.2,50999452,28.0963539936,28.5296071352,28.0739056443,28.3298168264,203997808,0.0,1.0
2015-07-24T00:00:00.000Z,124.5,125.74,123.9,125.32,42162332,27.9481948882,28.2265544196,27.8135047923,28.1322713525,168649328,0.0,1.0
2015-07-27T00:00:00.000Z,122.77,123.61,122.12,123.09,44455540,27.5598384451,27.7484045793,27.4139241746,27.6316731629,177822160,0.0,1.0
2015-07-28T00:00:00.000Z,123.38,123.91,122.55,123.38,33618097,27.6967733759,27.8157496272,27.5104520767,27.6967733759,134472388,0.0,1.0
2015-07-29T00:00:00.000Z,122.99,123.5,122.27,123.15,37011653,27.6092248136,27.7237113951,27.4475966986,27.6451421725,148046612,0.0,1.0
2015-07-30T00:00:00.000Z,122.37,122.5699,121.71,122.32,33628268,27.4700450479,27.5149192982,27.3218859425,27.4588208733,134513072,0.0,1.0
2015-07-31T00:00:00.000Z,121.3,122.6425,120.91,122.6,42884953,27.2298477103,27.5312167998,27.142299148,27.5216762513,171539812,0.0,1.0
2015-08-03T00:00:00.000Z,118.44,122.57,117.52,121.5,69975968,26.5878249201,27.5149417465,26.3813001065,27.2747444089,279903872,0.0,1.0
2015-08-04T00:00:00.000Z,114.64,117.7,113.25,117.42,124138623,25.7347876464,26.4217071352,25.422755591,26.3588517572,496554492,0.0,1.0
2015-08-05T00:00:00.000Z,115.4,117.44,112.1,112.95,98384461,25.9053951012,26.363341427,25.164599574,25.3554105431,393537844,0.0,1.0
2015-08-06T00:00:00.000Z,115.13,116.5,114.115,115.97,52903040,25.9615159744,26.2704474161,25.7326361107,26.1509337927,211612160,0.52,1.0
2015-08-07T00:00:00.000Z,115.52,116.25,114.5,114.58,38670405,26.0494599615,26.2140730655,25.8194526107,25.8374924029,154681620,0.0,1.0
2015-08-10T00:00:00.000Z,119.72,119.99,116.53,116.53,54951597,26.9965490529,27.0574333516,26.2772123382,26.2772123382,219806388,0.0,1.0
2015-08-11T00:00:00.000Z,113.49,118.18,113.33,117.81,97082814,25.591700234,26.6492830527,25.5556206495,26.5658490137,388331256,0.0,1.0
2015-08-12T00:00:00.000Z,115.24,115.42,109.63,112.53,101685610,25.9863206887,26.0269102212,24.7212802595,25.3752227274,406742440,0.0,1.0
2015-08-13T00:00:00.000Z,115.15,116.4,114.54,116.04,48535789,25.9660259225,26.2478976759,25.8284725068,26.1667186109,194143156,0.0,1.0
2015-08-14T00:00:00.000Z,115.96,116.31,114.01,114.32,42929516,26.1486788187,26.2276029096,25.7089588834,25.7788630782,171718064,0.0,1.0
2015-08-17T00:00:00.000Z,117.16,117.65,115.5,116.04,40884745,26.4192757019,26.5297694293,26.0449500134,26.1667186109,163538980,0.0,1.0
2015-08-18T00:00:00.000Z,116.5,117.44,116.01,116.43,34560708,26.2704474161,26.4824149747,26.1599536888,26.254662598,138242832,0.0,1.0
2015-08-19T00:00:00.000Z,115.01,116.52,114.68,116.1,48286510,25.9344562861,26.2749573642,25.8600421432,26.1802484551,193146040,0.0,1.0
2015-08-20T00:00:00.000Z,112.65,114.35,111.63,114.08,68501622,25.4022824157,25.7856280003,25.1722750649,25.7247437016,274006488,0.0,1.0
2015-08-21T00:00:00.000Z,105.76,111.9,105.645,110.43,128275471,23.848605311,25.2331593637,23.8226731097,24.9016781817,513101884,0.0,1.0
2015-08-24T00:00:00.000Z,103.12,108.8,92.0,94.87,162206292,23.2532921678,24.5341174152,20.7457610497,21.3929385954,648825168,0.0,1.0
2015-08-25T00:00:00.000Z,103.74,111.11,103.5,111.11,103601599,23.3931005575,25.0550164155,23.3389811809,25.0550164155,414406396,0.0,1.0
2015-08-26T00:00:00.000Z,109.69,109.89,105.05,107.085,96774611,24.7348101037,24.7799095842,23.6885021551,24.1473893696,387098444,0.0,1.0
2015-08-27T00:00:00.000Z,112.92,113.24,110.02,112.25,84616056,25.4631667144,25.5353258833,24.8092242466,25.3120834546,338464224,0.0,1.0
2015-08-28T00:00:00.000Z,113.29,113.31,111.54,112.17,53164407,25.5466007534,25.5511107015,25.1519802987,25.2940436624,212657628,0.0,1.0
2015-08-31T00:00:00.000Z,112.76,114.53,112.0,112.13,56229271,25.42708713,25.8262175328,25.2557091039,25.2850237663,224917084,0.0,1.0
2015-09-01T00:00:00.000Z,107.72,111.88,107.36,110.18,76845860,24.2905802203,25.2286494156,24.2094011553,24.845303831,307383440,0.0,1.0
2015-09-02T00:00:00.000Z,112.34,112.34,109.131,110.0,61888812,25.3323782209,25.3323782209,24.6087570555,24.8047142985,247555248,0.0,1.0
2015-09-03T00:00:00.000Z,110.37,112.78,110.04,112.49,53233940,24.8881483375,25.431597078,24.8137341946,25.3662028313,212935760,0.0,1.0
2015-09-04T00:00:00.000Z,109.27,110.45,108.51,108.97,49996311,24.6401011945,24.9061881297,24.4687231685,24.5724519737,199985244,0.0,1.0
2015-09-08T00:00:00.000Z,112.31,112.56,110.32,111.65,54843626,25.3256132988,25.3819876494,24.8768734674,25.176785013,219374504,0.0,1.0
2015-09-09T00:00:00.000Z,110.15,114.02,109.77,113.76,85010804,24.8385389089,25.7112138574,24.7528498959,25.6525845327,340043216,0.0,1.0
2015-09-10T00:00:00.000Z,112.57,113.2825,109.9,110.27,62892831,25.3842426235,25.5449095229,24.7821645582,24.8655985972,251571324,0.0,1.0
2015-09-11T00:00:00.000Z,114.21,114.21,111.76,111.79,49915473,25.7540583639,25.7540583639,25.2015897273,25.2083546494,199661892,0.0,1.0
2015-09-14T00:00:00.000Z,115.31,116.89,114.86,116.58,58363431,26.0021055069,26.3583914032,25.9006316757,26.2884872084,233453724,0.0,1.0
2015-09-15T00:00:00.000Z,116.28,116.53,114.42,115.93,43341155,26.2208379875,26.2772123382,25.8014128185,26.1419138966,173364620,0.0,1.0
2015-09-16T00:00:00.000Z,116.41,116.54,115.44,116.25,37173489,26.2501526499,26.2794673122,26.0314201693,26.2140730655,148693956,0.0,1.0
2015-09-17T00:00:00.000Z,113.92,116.49,113.715,115.66,64112641,25.6886641171,26.2681924421,25.6424371496,26.0810295979,256450564,0.0,1.0
2015-09-18T00:00:00.000Z,113.45,114.3,111.87,112.21,74285291,25.5826803379,25.7743531302,25.2263944416,25.3030635585,297141164,0.0,1.0
2015-09-21T00:00:00.000Z,115.21,115.37,113.66,113.67,50221965,25.9795557666,26.0156353511,25.6300347924,25.6322897665,200887860,0.0,1.0
2015-09-22T00:00:00.000Z,113.4,114.18,112.5201,113.38,50346159,25.5714054677,25.7472934418,25.3729903031,25.5668955197,201384636,0.0,1.0
2015-09-23T00:00:00.000Z,114.32,114.72,113.3,113.63,35756716,25.7788630782,25.8690620393,25.5488557275,25.6232698704,143026864,0.0,1.0
2015-09-24T00:00:00.000Z,115.0,115.5,112.37,113.25,50219475,25.9322013121,26.0449500134,25.3391431429,25.5375808573,200877900,0.0,1.0
2015-09-25T00:00:00.000Z,114.71,116.69,114.02,116.44,56151926,25.8668070653,26.3132919227,25.7112138574,26.256917572,224607704,0.0,1.0
2015-09-28T00:00:00.000Z,112.44,114.57,112.44,113.85,50782189,25.3549279611,25.8352374289,25.3549279611,25.6728792989,203128756,0.0,1.0
2015-09-29T00:00:00.000Z,109.06,113.51,107.86,112.83,73365384,24.59274674,25.596210182,24.3221498567,25.4428719482,293461536,0.0,1.0
2015-09-30T00:00:00.000Z,109.95,111.54,108.73,110.17,65041596,24.7934394284,25.1519802987,24.5183325971,24.843048857,260166384,0.0,1.0
2015-10-01T00:00:00.000Z,109.58,109.62,107.31,109.07,63929100,24.7100053894,24.7190252855,24.1981262852,24.595001714,255716400,0.0,1.0
2015-10-02T00:00:00.000Z,110.38,111.0136,107.55,108.01,58019758,24.8904033115,25.0332784659,24.2522456619,24.3559744671,232079032,0.0,1.0
2015-10-05T00:00:00.000Z,110.78,111.3698,109.07,109.88,52064743,24.9806022726,25.1136006407,24.595001714,24.7776546102,208258972,0.0,1.0
2015-10-06T00:00:00.000Z,111.31,111.74,109.765,110.63,48856977,25.1001158961,25.1970797792,24.7517224089,24.9467776622,195427908,0.0,1.0
2015-10-07T00:00:00.000Z,110.78,111.77,109.41,111.74,46765550,24.9806022726,25.2038447013,24.6716708309,25.1970797792,187062200,0.0,1.0
2015-10-08T00:00:00.000Z,109.5,110.19,108.21,110.19,61979577,24.6919655971,24.847558805,24.4010739476,24.847558805,247918308,0.0,1.0
2015-10-09T00:00:00.000Z,112.12,112.28,109.49,110.0,52766140,25.2827687923,25.3188483767,24.6897106231,24.8047142985,211064560,0.0,1.0
2015-10-12T00:00:00.000Z,111.6,112.75,111.44,112.73,30467204,25.1655101428,25.424832156,25.1294305584,25.4203222079,121868816,0.0,1.0
2015-10-13T00:00:00.000Z,111.79,112.45,110.68,110.82,33049256,25.2083546494,25.3571829351,24.9580525323,24.9896221687,132197024,0.0,1.0
2015-10-14T00:00:00.000Z,110.21,111.52,109.56,111.29,44462449,24.8520687531,25.1474703506,24.7054954413,25.095605948,177849796,0.0,1.0
2015-10-15T00:00:00.000Z,111.86,112.1,110.49,110.93,37673452,25.2241394675,25.2782588442,24.9152080258,25.014426883,150693808,0.0,1.0
2015-10-16T00:00:00.000Z,111.04,112.0,110.53,111.78,39232609,25.0392315973,25.2557091039,24.9242279219,25.2060996753,156930436,0.0,1.0
2015-10-19T00:00:00.000Z,111.73,111.75,110.11,110.8,29759153,25.1948248052,25.1993347533,24.8295190128,24.9851122207,119036612,0.0,1.0
2015-10-20T00:00:00.000Z,113.77,114.17,110.82,111.34,48967763,25.6548395067,25.7450384678,24.9896221687,25.1068808181,195871052,0.0,1.0
2015-10-21T00:00:00.000Z,113.76,115.58,113.7,114.0,42326974,25.6525845327,26.0629898056,25.6390546885,25.7067039094,169307896,0.0,1.0
2015-10-22T00:00:00.000Z,115.5,115.5,114.1,114.33,41654089,26.0449500134,26.0449500134,25.7292536496,25.7811180523,166616356,0.0,1.0
2015-10-23T00:00:00.000Z,119.08,119.228,116.33,116.7,59366914,26.8522307151,26.8856043307,26.2321128577,26.3155468967,237467656,0.0,1.0
2015-10-26T00:00:00.000Z,115.28,118.13,114.92,118.08,66333781,25.9953405848,26.6380081826,25.9141615199,26.6267333124,265335124,0.0,1.0
2015-10-27T00:00:00.000Z,114.55,116.54,113.99,115.4,69884400,25.8307274808,26.2794673122,25.7044489353,26.0224002732,279537600,0.0,1.0
2015-10-28T00:00:00.000Z,119.27,119.3,116.06,116.93,85551352,26.8950752217,26.9018401437,26.1712285589,26.3674112993,342205408,0.0,1.0
2015-10-29T00:00:00.000Z,120.53,120.69,118.27,118.7,51227334,27.1792019491,27.2152815335,26.6695778189,26.7665417021,204909336,0.0,1.0
2015-10-30T00:00:00.000Z,119.5,121.22,119.45,120.99,49365254,26.9469396243,27.3347951569,26.9356647541,27.2829307543,197461016,0.0,1.0
2015-11-02T00:00:00.000Z,121.18,121.36,119.61,119.87,32203267,27.3257752608,27.3663647933,26.9717443386,27.0303736633,128813068,0.0,1.0
2015-11-03T00:00:00.000Z,122.57,123.49,120.7,120.79,45518976,27.6392166506,27.8466742611,27.2175365075,27.2378312738,182075904,0.0,1.0
2015-11-04T00:00:00.000Z,122.0,123.82,121.62,123.13,44886050,27.5106831311,27.921088404,27.424994118,27.7654951961,179544200,0.0,1.0
2015-11-05T00:00:00.000Z,120.92,122.69,120.18,121.85,39552680,27.3844045855,27.7852513943,27.2168189141,27.5950190105,158210720,0.52,1.0
2015-11-06T00:00:00.000Z,121.06,121.81,120.62,121.11,33042283,27.4161099828,27.5859603255,27.3164644485,27.427433339,132169132,0.0,1.0
2015-11-09T00:00:00.000Z,120.57,121.81,120.05,120.96,33871405,27.3051410923,27.5859603255,27.187378188,27.3934632705,135485620,0.0,1.0
2015-11-10T00:00:00.000Z,116.77,118.07,116.061,116.9,59127931,26.4445660226,26.7389732833,26.284000832,26.4740067487,236511724,0.0,1.0
2015-11-11T00:00:00.000Z,116.11,117.42,115.21,116.37,45217971,26.295097721,26.591769653,26.0912773098,26.3539791732,180871884,0.0,1.0
2015-11-12T00:00:00.000Z,115.72,116.82,115.65,116.26,32525579,26.2067755428,26.4558893788,26.1909228442,26.3290677896,130102316,0.0,1.0
2015-11-13T00:00:00.000Z,112.34,115.57,112.27,115.2,45812403,25.4413166651,26.1728054743,25.4254639664,26.0890126386,183249612,0.0,1.0
2015-11-16T00:00:00.000Z,114.175,114.24,111.0,111.38,38106701,25.8568838369,25.8716041999,25.1378507194,25.2239082264,152426804,0.0,1.0
2015-11-17T00:00:00.000Z,113.69,115.05,113.32,114.92,27583101,25.7470472819,26.05504257,25.6632544462,26.025601844,110332404,0.0,1.0
2015-11-18T00:00:00.000Z,117.29,117.49,115.5,115.76,46674697,26.5623289269,26.6076223516,26.1569527756,26.2158342278,186698788,0.0,1.0
2015-11-19T00:00:00.000Z,118.78,119.75,116.76,117.64,43295820,26.899764941,27.1194380509,26.4423013514,26.6415924201,173183280,0.0,1.0
2015-11-20T00:00:00.000Z,119.3,119.92,118.85,119.2,34287096,27.0175278453,27.1579374619,26.9156176397,26.994881133,137148384,0.0,1.0
2015-11-23T00:00:00.000Z,117.75,119.73,117.34,119.27,32482528,26.6665038037,27.1149087085,26.5736522831,27.0107338316,129930112,0.0,1.0
2015-11-24T00:00:00.000Z,118.88,119.35,117.12,117.33,42803172,26.9224116534,27.0288512015,26.5238295159,26.5713876118,171212688,0.0,1.0
2015-11-25T00:00:00.000Z,118.03,119.23,117.92,119.21,21388308,26.7299145983,27.0016751467,26.7050032147,26.9971458042,85553232,0.0,1.0
2015-11-27T00:00:00.000Z,117.81,118.41,117.6,118.29,13046445,26.6800918312,26.8159721053,26.6325337352,26.7887960505,52185780,0.0,1.0
2015-11-30T00:00:00.000Z,118.3,119.41,117.75,117.99,39180322,26.7910607217,27.0424392289,26.6665038037,26.7208559134,156721288,0.0,1.0
2015-12-01T00:00:00.000Z,117.34,118.81,116.86,118.75,34852374,26.5736522831,26.9065589548,26.4649480637,26.8929709273,139409496,0.0,1.0
2015-12-02T00:00:00.000Z,116.28,118.11,116.08,117.05,33386563,26.333597132,26.7480319682,26.2883037073,26.5079768172,133546252,0.0,1.0
2015-12-03T00:00:00.000Z,115.2,116.79,114.22,116.55,41569509,26.0890126386,26.4490953651,25.8670748574,26.3947432554,166278036,0.0,1.0
2015-12-04T00:00:00.000Z,119.03,119.25,115.11,115.29,57776977,26.9563817219,27.0062044891,26.0686305974,26.1093946797,231107908,0.0,1.0
2015-12-07T00:00:00.000Z,118.28,119.86,117.81,118.98,32084249,26.7865313792,27.1443494345,26.6800918312,26.9450583658,128336996,0.0,1.0
2015-12-08T00:00:00.000Z,118.23,118.6,116.86,117.52,34309450,26.7752080231,26.8590008588,26.4649480637,26.6144163653,137237800,0.0,1.0
2015-12-09T00:00:00.000Z,115.62,117.69,115.08,117.64,46361357,26.1841288305,26.6529157763,26.0618365837,26.6415924201,185445428,0.0,1.0
2015-12-10T00:00:00.000Z,116.17,116.94,115.51,116.04,29212727,26.3086857485,26.4830654336,26.1592174469,26.2792450224,116850908,0.0,1.0
2015-12-11T00:00:00.000Z,113.18,115.39,112.851,115.19,46886161,25.6315490489,26.132041392,25.5570413652,26.0867479673,187544644,0.0,1.0
2015-12-14T00:00:00.000Z,112.48,112.68,109.79,112.18,65003609,25.4730220624,25.5183154871,24.8638254999,25.4050819253,260014436,0.0,1.0
2015-12-15T00:00:00.000Z,110.49,112.8,110.35,111.94,53323105,25.0223524864,25.5454915419,24.9906470891,25.3507298156,213292420,0.0,1.0
2015-12-16T00:00:00.000Z,111.34,111.99,108.8,111.07,56238467,25.2148495415,25.3620531718,24.6396230475,25.1537034181,224953868,0.0,1.0
2015-12-17T00:00:00.000Z,108.98,112.25,108.98,112.02,44772827,24.6803871298,25.4209346239,24.6803871298,25.3688471855,179091308,0.0,1.0
2015-12-18T00:00:00.000Z,106.03,109.52,105.81,108.91,96453327,24.0123091152,24.8026793765,23.962486348,24.6645344311,385813308,0.0,1.0
2015-12-21T00:00:00.000Z,107.33,107.37,105.57,107.28,47590610,24.3067163758,24.3157750608,23.9081342383,24.2953930197,190362440,0.0,1.0
2015-12-22T00:00:00.000Z,107.23,107.72,106.451,107.4,32789367,24.2840696635,24.395038554,24.1076517742,24.3225690745,131157468,0.0,1.0
2015-12-23T00:00:00.000Z,108.61,108.85,107.2,107.27,32657354,24.596594294,24.6509464037,24.2772756498,24.2931283484,130629416,0.0,1.0
2015-12-24T00:00:00.000Z,108.03,109.0,107.95,109.0,13596680,24.4652433624,24.6849164722,24.4471259925,24.6849164722,54386720,0.0,1.0
2015-12-28T00:00:00.000Z,106.82,107.69,106.1807,107.59,26704210,24.1912181428,24.3882445403,24.0464377107,24.365597828,106816840,0.0,1.0
2015-12-29T00:00:00.000Z,108.74,109.43,106.86,106.96,30931243,24.6260350201,24.7822973354,24.2002768277,24.2229235401,123724972,0.0,1.0
2015-12-30T00:00:00.000Z,107.32,108.7,107.18,108.58,25213777,24.3044517046,24.6169763352,24.2727463073,24.5898002803,100855108,0.0,1.0
2015-12-31T00:00:00.000Z,105.26,107.03,104.82,107.01,40912316,23.83792943,24.2387762388,23.7382838956,24.2342468963,163649264,0.0,1.0
2016-01-04T00:00:00.000Z,105.35,105.368,102.0,102.61,67649387,23.8583114711,23.8623878793,23.0996466071,23.2377915525,270597548,0.0,1.0
2016-01-05T00:00:00.000Z,102.71,105.85,102.41,105.75,55790992,23.2604382648,23.9715450329,23.1924981277,23.9488983206,223163968,0.0,1.0
2016-01-06T00:00:00.000Z,100.7,102.37,99.87,100.56,68457388,22.8052393464,23.1834394428,22.6172716338,22.7735339491,273829552,0.0,1.0
2016-01-07T00:00:00.000Z,96.45,100.13,96.43,98.68,81094428,21.8427540711,22.6761530859,21.8382247286,22.3477757567,324377712,0.0,1.0
2016-01-08T00:00:00.000Z,96.96,99.11,96.76,98.55,70798016,21.9582523041,22.4451566199,21.9129588794,22.3183350306,283192064,0.0,1.0
2016-01-11T00:00:00.000Z,98.53,99.06,97.34,98.97,49739377,22.3138056882,22.4338332637,22.0443098111,22.4134512226,198957508,0.0,1.0
2016-01-12T00:00:00.000Z,99.96,100.69,98.8399,100.55,49154227,22.6376536749,22.8029746751,22.3839878498,22.7712692778,196616908,0.0,1.0
2016-01-13T00:00:00.000Z,97.39,101.19,97.3,100.32,62439631,22.0556331673,22.9162082369,22.0352511261,22.7191818394,249758524,0.0,1.0
2016-01-14T00:00:00.000Z,99.52,100.48,95.74,97.96,63170127,22.5380081405,22.7554165792,21.6819624133,22.1847194277,252680508,0.0,1.0
2016-01-15T00:00:00.000Z,97.13,97.71,95.36,96.2,79833891,21.9967517151,22.1281026468,21.5959049064,21.7861372902,319335564,0.0,1.0
2016-01-19T00:00:00.000Z,96.66,98.65,95.5,98.41,53087747,21.890312167,22.340981743,21.6276103037,22.2866296333,212350988,0.0,1.0
2016-01-20T00:00:00.000Z,96.79,98.1897,93.42,95.1,72334416,21.9197528931,22.236738926,21.1565586866,21.5370234542,289337664,0.0,1.0
2016-01-21T00:00:00.000Z,96.3,97.88,94.94,97.06,52161463,21.8087840025,22.1666020578,21.5007887145,21.9808990165,208645852,0.0,1.0
2016-01-22T00:00:00.000Z,101.42,101.46,98.37,98.63,65800467,22.9682956754,22.9773543603,22.2775709484,22.3364524005,263201868,0.0,1.0
2016-01-25T00:00:00.000Z,99.44,101.53,99.21,101.52,51794525,22.5198907706,22.993207059,22.4678033322,22.9909423877,207178100,0.0,1.0
2016-01-26T00:00:00.000Z,99.99,100.88,98.07,99.93,75077002,22.6444476886,22.8460034286,22.2096308113,22.6308596612,300308008,0.0,1.0
2016-01-27T00:00:00.000Z,93.42,96.6289,93.34,96.04,133369674,21.1565586866,21.8832690395,21.1384413167,21.7499025504,533478696,0.0,1.0
2016-01-28T00:00:00.000Z,94.09,94.52,92.39,93.79,55678825,21.3082916594,21.4056725225,20.9232975493,21.2403515223,222715300,0.0,1.0
2016-01-29T00:00:00.000Z,97.34,97.34,94.35,94.79,64416504,22.0443098111,22.0443098111,21.3671731115,21.4668186459,257666016,0.0,1.0
2016-02-01T00:00:00.000Z,96.43,96.71,95.4,96.47,40943541,21.8382247286,21.9016355232,21.6049635913,21.8472834136,163774164,0.0,1.0
2016-02-02T00:00:00.000Z,94.48,96.04,94.28,95.42,37357215,21.3966138376,21.7499025504,21.3513204129,21.6094929338,149428860,0.0,1.0
2016-02-03T00:00:00.000Z,96.35,96.84,94.08,95.0,45964294,21.8201073587,21.9310762493,21.3060269882,21.5143767419,183857176,0.0,1.0
2016-02-04T00:00:00.000Z,96.6,97.33,95.19,95.86,46471652,21.9944870439,22.1606979708,21.6734495001,21.8259992549,185886608,0.52,1.0
2016-02-05T00:00:00.000Z,94.02,96.92,93.69,96.52,46418064,21.4070566446,22.0673466283,21.3319201982,21.9762721478,185672256,0.0,1.0
2016-02-08T00:00:00.000Z,95.01,95.7,93.04,93.13,54021375,21.6324659839,21.7895694627,21.1839241673,21.2044159254,216085500,0.0,1.0
2016-02-09T00:00:00.000Z,94.99,95.94,93.93,94.29,44331195,21.6279122598,21.8442141511,21.3865648865,21.4685319189,177324780,0.0,1.0
2016-02-10T00:00:00.000Z,94.27,96.35,94.1,95.92,42343601,21.4639781949,21.9375654936,21.4252715407,21.839660427,169374404,0.0,1.0
2016-02-11T00:00:00.000Z,93.7,94.72,92.59,93.79,50074711,21.3341970602,21.5664369855,21.0814653768,21.3546888183,200298844,0.0,1.0
